subject_id,lh_bankssts_area,lh_caudalanteriorcingulate_area,lh_caudalmiddlefrontal_area,lh_cuneus_area,lh_entorhinal_area,lh_fusiform_area,lh_inferiorparietal_area,lh_inferiortemporal_area,lh_isthmuscingulate_area,lh_lateraloccipital_area,lh_lateralorbitofrontal_area,lh_lingual_area,lh_medialorbitofrontal_area,lh_middletemporal_area,lh_parahippocampal_area,lh_paracentral_area,lh_parsopercularis_area,lh_parsorbitalis_area,lh_parstriangularis_area,lh_pericalcarine_area,lh_postcentral_area,lh_posteriorcingulate_area,lh_precentral_area,lh_precuneus_area,lh_rostralanteriorcingulate_area,lh_rostralmiddlefrontal_area,lh_superiorfrontal_area,lh_superiorparietal_area,lh_superiortemporal_area,lh_supramarginal_area,lh_frontalpole_area,lh_temporalpole_area,lh_transversetemporal_area,lh_insula_area,lh_WhiteSurfArea_area,rh_bankssts_area,rh_caudalanteriorcingulate_area,rh_caudalmiddlefrontal_area,rh_cuneus_area,rh_entorhinal_area,rh_fusiform_area,rh_inferiorparietal_area,rh_inferiortemporal_area,rh_isthmuscingulate_area,rh_lateraloccipital_area,rh_lateralorbitofrontal_area,rh_lingual_area,rh_medialorbitofrontal_area,rh_middletemporal_area,rh_parahippocampal_area,rh_paracentral_area,rh_parsopercularis_area,rh_parsorbitalis_area,rh_parstriangularis_area,rh_pericalcarine_area,rh_postcentral_area,rh_posteriorcingulate_area,rh_precentral_area,rh_precuneus_area,rh_rostralanteriorcingulate_area,rh_rostralmiddlefrontal_area,rh_superiorfrontal_area,rh_superiorparietal_area,rh_superiortemporal_area,rh_supramarginal_area,rh_frontalpole_area,rh_temporalpole_area,rh_transversetemporal_area,rh_insula_area,rh_WhiteSurfArea_area,lh_bankssts_thickness,lh_caudalanteriorcingulate_thickness,lh_caudalmiddlefrontal_thickness,lh_cuneus_thickness,lh_entorhinal_thickness,lh_fusiform_thickness,lh_inferiorparietal_thickness,lh_inferiortemporal_thickness,lh_isthmuscingulate_thickness,lh_lateraloccipital_thickness,lh_lateralorbitofrontal_thickness,lh_lingual_thickness,lh_medialorbitofrontal_thickness,lh_middletemporal_thickness,lh_parahippocampal_thickness,lh_paracentral_thickness,lh_parsopercularis_thickness,lh_parsorbitalis_thickness,lh_parstriangularis_thickness,lh_pericalcarine_thickness,lh_postcentral_thickness,lh_posteriorcingulate_thickness,lh_precentral_thickness,lh_precuneus_thickness,lh_rostralanteriorcingulate_thickness,lh_rostralmiddlefrontal_thickness,lh_superiorfrontal_thickness,lh_superiorparietal_thickness,lh_superiortemporal_thickness,lh_supramarginal_thickness,lh_frontalpole_thickness,lh_temporalpole_thickness,lh_transversetemporal_thickness,lh_insula_thickness,lh_MeanThickness_thickness,rh_bankssts_thickness,rh_caudalanteriorcingulate_thickness,rh_caudalmiddlefrontal_thickness,rh_cuneus_thickness,rh_entorhinal_thickness,rh_fusiform_thickness,rh_inferiorparietal_thickness,rh_inferiortemporal_thickness,rh_isthmuscingulate_thickness,rh_lateraloccipital_thickness,rh_lateralorbitofrontal_thickness,rh_lingual_thickness,rh_medialorbitofrontal_thickness,rh_middletemporal_thickness,rh_parahippocampal_thickness,rh_paracentral_thickness,rh_parsopercularis_thickness,rh_parsorbitalis_thickness,rh_parstriangularis_thickness,rh_pericalcarine_thickness,rh_postcentral_thickness,rh_posteriorcingulate_thickness,rh_precentral_thickness,rh_precuneus_thickness,rh_rostralanteriorcingulate_thickness,rh_rostralmiddlefrontal_thickness,rh_superiorfrontal_thickness,rh_superiorparietal_thickness,rh_superiortemporal_thickness,rh_supramarginal_thickness,rh_frontalpole_thickness,rh_temporalpole_thickness,rh_transversetemporal_thickness,rh_insula_thickness,rh_MeanThickness_thickness,Left.Lateral.Ventricle,Left.Inf.Lat.Vent,Left.Cerebellum.White.Matter,Left.Cerebellum.Cortex,Left.Thalamus.Proper,Left.Caudate,Left.Putamen,Left.Pallidum,X3rd.Ventricle,X4th.Ventricle,Brain.Stem,Left.Hippocampus,Left.Amygdala,CSF,Left.Accumbens.area,Left.VentralDC,Left.vessel,Left.choroid.plexus,Right.Lateral.Ventricle,Right.Inf.Lat.Vent,Right.Cerebellum.White.Matter,Right.Cerebellum.Cortex,Right.Thalamus.Proper,Right.Caudate,Right.Putamen,Right.Pallidum,Right.Hippocampus,Right.Amygdala,Right.Accumbens.area,Right.VentralDC,Right.vessel,Right.choroid.plexus,X5th.Ventricle,WM.hypointensities,Left.WM.hypointensities,Right.WM.hypointensities,non.WM.hypointensities,Left.non.WM.hypointensities,Right.non.WM.hypointensities,Optic.Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,BrainSegVol,BrainSegVolNotVent,BrainSegVolNotVentSurf,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,SupraTentorialVolNotVentVox,MaskVol,BrainSegVol.to.eTIV,MaskVol.to.eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,eTIV
17501320691287082011,1093,891,2636,1717,549,3427,5551,3783,1307,5898,3081,3799,2047,3555,799,1442,1505,842,1376,1399,3774,1468,4985,4029,1129,7138,8451,6488,3681,3657,330,565,487,2364,95224.8,909,1155,2652,2052,343,3653,6626,4009,1220,5386,2594,3192,2185,3821,735,1553,1119,930,1321,1522,4121,1527,5462,4067,845,7109,8628,5588,3736,3390,327,597,389,2481,95225,2.633,2.788,2.784,2.011,3.763,3.012,2.646,3.18,2.588,2.337,3.047,2.261,2.697,3.032,3.066,2.548,3.006,3.002,2.73,1.978,2.121,2.751,2.884,2.603,3.059,2.568,2.931,2.4,2.999,2.673,2.93,4.02,2.436,2.947,2.70089,2.927,3.039,2.674,2.082,3.313,2.849,2.65,3.014,2.497,2.351,2.932,2.254,2.681,3.126,2.957,2.543,3.124,2.914,2.695,1.816,2.168,2.677,2.712,2.507,3.257,2.581,2.879,2.306,3.231,2.735,2.854,3.68,2.603,2.945,2.67575,6156.1,262.9,15639.9,61472.9,7479.8,3744.4,4903.5,1929.2,1207.9,2063.8,21712,4812.2,1909.3,855.4,618.1,4604.2,3.1,476.1,5542.4,318.2,14342.4,59119.3,7434.8,3786.6,4779.5,1831.3,4755.7,1902.4,675.1,4606.9,9.7,335.5,0,703.1,0,0,0,0,0,81.7,641.3,370.2,706.6,569.6,861.9,1269934,1253361,1253548.80577,292246.598104,293540.623225,585787.221329,227171.584801,228631.999641,455803.584443,61211,768781.221329,1117934.80577,1105313.80577,1102564,1786551,0.763843,1.074579,54,59,113,1662558.83025,1662558.83025
14512541342641936232,1488,593,2309,1829,726,3720,5432,3956,1033,5644,3382,3461,2119,3642,755,1329,1473,794,1301,1714,4437,1421,4761,4664,675,6333,7762,5916,4553,4454,228,518,569,2647,95626.8,1026,791,2092,1917,777,3617,6156,4116,972,5184,3281,3548,2233,4167,730,1873,1430,994,2027,1925,4024,1102,4540,4161,723,7260,7709,5631,4110,4220,333,511,381,2394,95945.9,2.767,2.829,2.836,2.109,3.235,2.921,2.717,2.875,2.509,2.367,2.898,2.17,2.792,3.085,3.444,2.663,3.138,3.063,3.109,1.831,2.456,2.607,2.877,2.769,2.96,2.688,3.181,2.473,3.127,2.851,2.748,4.199,2.305,2.948,2.76316,2.726,2.532,2.753,2.236,3.385,2.923,2.719,3.038,2.598,2.398,2.742,2.416,2.731,3.061,3.262,2.725,3.045,2.922,2.868,1.913,2.325,2.774,2.693,2.611,3.127,2.736,3.101,2.339,3.234,2.814,2.21,4.078,2.595,3.311,2.7544,3922.9,240.6,13537,63393.6,8112.1,3350,6317.5,2088.1,549.3,1477.1,22295.6,4479,1827.6,751.4,508.4,4359.3,40.8,329,3472.6,386.8,12466.3,60744.2,7723.4,3543.6,6101.4,1963.9,4339.7,2170.1,628.6,4472.1,18.3,326.2,0,769.5,0,0,0,0,0,162.8,1119.3,598,951.8,1020,1036.6,1273829,1263065,1263133.55511,296349.750294,297713.906486,594063.65678,227564.661495,227635.236838,455199.898333,63424,782500.65678,1123823.55511,1115615.55511,1112515,1738955,0.793794,1.08364,22,42,64,1604735.47981,1604735.47981
6890126816385034846,969,781,2656,1630,474,3337,5106,4311,1323,6020,3094,3282,1904,3819,767,1333,1565,858,1462,1604,5139,1243,6317,4916,1118,7489,7859,6051,4467,4225,337,518,524,2825,99314.5,839,889,2767,2095,413,3820,4200,4480,1330,5743,2895,3680,2344,3832,945,1485,1307,1042,1748,1883,4693,1383,5401,4726,745,7782,7968,6420,3969,4490,389,529,405,2549,99183.6,2.825,3.01,2.498,1.979,3.255,2.747,2.572,2.597,2.409,2.007,2.758,2.064,2.485,2.719,2.987,2.431,2.582,2.718,2.625,1.698,2.218,2.655,2.599,2.519,2.922,2.336,2.758,2.322,3.035,2.788,2.353,3.614,2.637,2.813,2.52837,2.902,2.746,2.624,1.955,3.035,2.783,2.588,2.91,2.544,2.174,2.864,2.16,2.511,2.84,2.994,2.661,2.913,2.553,2.726,1.85,2.285,2.578,2.695,2.461,3.014,2.498,2.85,2.252,2.992,2.642,2.346,3.887,2.229,3.104,2.58903,7442.6,197.2,14810.7,57010.4,8299.4,3722.4,4691.5,1888.8,710,1480.6,21222.4,4287.7,1812.5,918.7,647.2,4366.8,33.9,433.4,6214.1,266.3,13620.2,58368.1,8164.2,4125.6,4495.5,2157.1,4537.3,1907.7,608.7,4233,49.5,447.9,0,517.5,0,0,0,0,0,127.3,1312.9,788.3,983.3,1100.8,1142.3,1349640,1332155,1331895.01245,279034.883904,283947.188929,562982.072833,281429.279323,282756.660298,564185.939621,61410,740210.072833,1205293.01245,1190794.01245,1188760,1865435,0.749832,1.036397,45,30,75,1799923.47099,1799923.47099
16090538264572795678,1312,1174,3236,1703,716,4445,6488,4236,1871,5776,3787,3991,2561,4275,929,1763,1917,1047,1766,1916,5563,1456,6322,5293,1426,8610,11114,7446,4922,5765,273,556,593,2995,117219,1273,848,3856,1400,586,4264,7268,4895,1345,6242,4347,3291,2500,5249,869,2329,1513,1232,1794,1697,5543,1724,5908,5370,1060,9046,10459,6784,4060,4518,383,732,367,2842,115588,2.86,3.068,2.924,2.58,3.144,2.93,2.75,2.747,2.573,2.422,2.877,2.288,2.527,3.032,3.208,2.851,2.998,2.863,2.769,2.064,2.528,2.708,2.93,2.858,3.108,2.625,2.963,2.615,3.055,2.825,2.713,3.591,2.525,3.25,2.7794,2.713,2.542,3,2.601,3.304,2.905,2.716,2.802,2.612,2.381,2.813,2.451,2.744,3.051,3.068,2.888,3.212,3.06,2.935,1.956,2.477,2.929,2.951,2.73,2.94,2.702,3.104,2.559,3.314,2.896,3.011,3.805,2.591,3.194,2.81446,6688.3,194.1,20188.4,71962.2,12119.6,5558.7,7153.2,2879.1,1102.1,1523.6,30442.4,5808.5,2825.8,1058.3,921.6,6452.1,52.8,392.3,8886.4,292,19465,71250.5,11265.8,5394.8,7058.4,3098,5479.8,3290.2,958.3,6551.3,35.9,466.6,0,670.9,0,0,0,0,0,170.1,1201.2,910.6,1342.5,1289,1133.9,1635911,1615820,1615846.80607,366895.76724,364563.275295,731459.042534,308459.939081,303686.824457,612146.763538,88138,964552.042534,1452974.80607,1436392.80607,1431619,2189490,0.819089,1.096262,33,40,73,1997233.23368,1997233.23368
14114871539942389097,1317,1033,3047,1833,641,4133,5599,4438,1484,7137,3394,3101,2168,4051,842,1817,2875,951,2055,1431,5163,1427,5885,5363,1498,7943,9563,6508,5569,5380,304,511,771,3512,112736,1322,979,3512,1829,320,4364,7259,4063,1131,6975,3383,3541,2581,4701,906,2346,1990,1087,2158,1500,5169,1912,6403,5667,880,6961,9765,7054,5167,4689,375,463,525,3359,114333,2.848,2.936,2.587,2.113,3.621,2.85,2.573,3.095,2.42,2.338,2.96,2.33,2.753,2.989,2.734,2.591,2.894,2.769,2.886,1.936,2.21,2.816,2.682,2.701,3.026,2.478,2.824,2.348,3.155,2.924,2.295,3.948,2.764,3.154,2.69595,3.088,2.759,2.602,2.119,2.842,2.9,2.63,2.982,2.532,2.355,2.889,2.315,2.687,3.111,2.849,2.673,2.978,2.916,2.932,1.928,2.153,2.608,2.751,2.593,2.89,2.533,2.867,2.353,3.336,2.849,2.462,3.203,2.146,2.943,2.68542,6898.8,178.5,16941.7,69560.2,10839.7,4979.4,5724.4,2601.1,720.9,2281.5,26849.3,4936.7,2266.2,1055.3,621.5,5057.5,0,381.3,10993.2,227.5,16511.2,70746.6,9509.9,5298.6,6086.1,2349,5018.2,2417.5,678.2,4938.4,23.9,684.9,0,799,0,0,0,0,0,90.5,1255.3,714.7,611,631.4,1190.8,1524914,1502142,1502306.45051,336761.149146,341233.709638,677994.858784,286935.750028,288432.8417,575368.591729,74833,894390.858784,1349702.45051,1330823.45051,1327965,2075581,0.746002,1.015394,133,101,234,2044114.67483,2044114.67483
13123586785653050523,1203,654,2896,1693,514,3902,5405,4299,1154,6728,3060,3164,2191,3642,668,1819,1771,911,1269,1174,4934,1581,6050,5218,920,7217,8929,7323,4446,4104,317,500,602,3009,103269,1252,930,2517,1407,416,3613,7705,4104,1105,6174,2973,2941,2050,4298,634,2113,1721,1003,1716,1314,5099,1641,5598,5252,716,7808,8623,6839,4114,3718,327,379,367,2522,102982,2.91,2.822,2.73,2.152,2.833,2.968,2.715,2.893,2.527,2.307,2.763,2.117,2.605,3.039,2.982,2.606,3.017,3.129,2.748,1.679,2.423,2.908,2.707,2.74,3.163,2.711,2.856,2.453,2.986,2.895,2.937,3.548,2.628,3.37,2.7129,3.024,2.918,2.897,2.138,2.699,2.879,2.753,3.035,2.492,2.359,2.942,2.289,2.806,3.209,2.948,2.486,2.882,3.218,2.848,1.807,2.35,2.831,2.682,2.629,3.237,2.71,2.946,2.425,3.259,2.938,2.835,3.632,3.132,3.432,2.75831,4025.6,296,12628.3,54621.5,7368.9,3932.1,4869.6,2290,716.6,2042.1,18931.8,4193.8,1896,801.1,664.8,4083.8,11.4,316.6,3707.5,537.9,12253.6,54764.9,6682.3,3944.4,5296.6,2027.7,4147.9,2044,678.6,4017.4,16,271.7,0,977.2,0,0,0,0,0,77.8,814.1,495.9,654.3,674.9,737.1,1275364,1263284,1263644.24773,315359.607985,318850.724585,634210.33257,217317.664658,217918.250499,435235.915156,59739,804231.33257,1140341.24773,1131656.24773,1128780,1694156,0.81645,1.084549,48,59,107,1562084.11128,1562084.11128
9418420251279473503,1267,623,1564,1487,363,3425,6427,3879,1102,5422,2645,2832,1812,3683,787,1307,1834,736,1740,1114,4319,1266,5021,4299,895,6277,7677,6160,4024,4000,298,430,392,2819,91925.3,986,1013,1644,1596,434,3139,6131,3566,951,5263,2673,3430,1778,3762,707,1678,1307,1013,1785,1427,4058,1236,4909,4589,858,7257,7157,6002,4039,4125,309,458,375,2765,92410.9,3.128,2.849,2.762,2.006,3.331,3.046,2.878,3.115,2.621,2.438,3.059,2.178,2.742,3.308,2.98,2.964,3.067,3.238,2.973,1.429,2.465,2.697,2.898,2.784,3.142,2.769,3.085,2.571,3.278,3.036,2.49,4.079,2.684,3.151,2.84426,2.975,3.12,2.785,2.061,3.206,3.029,2.896,3.129,2.527,2.618,3.094,2.344,2.807,3.344,3.21,2.752,3.214,3.134,2.92,1.488,2.316,2.862,2.87,2.743,3.107,2.8,3.131,2.487,3.475,2.954,2.956,4.393,2.658,3.324,2.86153,5992.9,204.5,15777.9,70667,8040.5,4500.5,5854.1,2039.4,684.3,2215.7,22259.4,4335.7,2069.7,897.9,710.5,4237.6,7.4,444.5,4208.4,349.7,14978.5,70506.1,7706.2,4660,5871.2,2072.5,4327.7,2018.6,710.2,4153.1,13.9,308.8,0,612,0,0,0,0,0,76.4,854.6,540.9,673.4,687.7,908.2,1277322,1262679,1263145.11818,302001.508043,304294.77175,606296.279793,209450.282788,210787.555601,420237.838388,64569,812775.279793,1105152.11818,1094144.11818,1090582,1684256,0.80708,1.064202,43,45,88,1582646.44476,1582646.44476
6561612642153367159,1025,705,2346,1944,396,3658,5760,4202,1089,6317,2941,4082,1865,4260,758,2046,2927,710,2145,1789,5572,1409,5971,4075,962,7185,8663,6132,5688,5461,274,496,520,3450,106819,1005,935,2268,2013,711,4515,6764,4197,1251,5736,3202,3792,2389,3949,872,1587,2028,1093,2032,1774,4749,1421,6663,5070,651,8062,7366,7363,4918,6180,313,524,631,3228,109247,3.023,3.226,2.751,2.091,3.104,3.024,2.67,3.072,2.569,2.242,2.883,2.295,2.598,3.133,2.823,2.518,2.863,2.975,2.837,1.714,2.398,2.716,2.727,2.627,3.244,2.553,3.066,2.45,3.243,2.935,2.384,4.027,2.598,2.924,2.7322,2.832,2.807,2.714,2.091,2.797,2.863,2.528,2.935,2.505,2.235,2.735,2.231,2.557,3.163,2.875,2.547,2.691,2.79,2.627,1.766,2.304,2.651,2.646,2.581,2.995,2.411,2.989,2.283,3.266,2.864,2.488,3.499,2.411,3.164,2.64298,7572.1,242.8,16378.7,61706,9050.7,4829.1,5653.8,2372.3,882.4,1949.2,23088.4,4825.8,1773.9,1180.7,561.8,4678.1,2.5,571.6,6558.6,369.8,14732.1,61626.6,8770.3,4710.3,5515.1,2464.7,4791.3,1996.6,650.9,4494.7,25.1,464,0,479.3,0,0,0,0,0,96.8,1038.9,698.8,797.4,687.8,1037.4,1414756,1395559,1396080.35102,333698.13853,329507.488518,663205.627048,252940.929015,256080.794958,509021.723973,68765,856507.627048,1259427.35102,1244070.35102,1240392,1904029,0.769555,1.035695,48,66,114,1838407.40593,1838407.40593
6131254337989152411,988,538,3049,1740,252,3643,4311,4108,1255,6028,2847,3185,1772,3830,755,1238,1513,806,1538,1593,4724,1507,5087,4179,722,6151,7932,6794,4293,4196,282,387,392,2816,94437.1,868,943,2676,2207,296,3512,4790,3044,988,5511,2943,3585,2094,3426,762,1488,1678,975,1622,1825,4402,1463,5022,4521,608,6402,7119,6688,4173,4050,331,500,387,2498,93395.1,2.66,2.85,2.614,2.381,3.633,2.854,2.825,3.035,2.401,2.301,3.101,2.137,2.664,3.061,2.582,2.611,2.842,2.881,2.793,1.801,2.274,2.542,2.798,2.67,2.881,2.5,2.972,2.453,3.071,2.85,2.474,3.662,3,2.944,2.69363,3.087,2.695,2.704,2.068,3.212,2.87,2.693,2.99,2.598,2.377,2.857,2.218,2.591,3.241,2.699,2.612,2.976,2.888,2.803,1.771,2.319,2.589,2.806,2.537,2.821,2.61,2.993,2.324,3.137,2.857,3.015,3.795,2.887,3.126,2.68955,3223.1,81.9,15936.5,57643.4,8563.1,3831.4,5743.7,2488.8,689.9,1335.8,21639.3,3976.7,1865.3,710.9,627.6,4578.1,22.9,211.6,3401.4,221.4,15231.9,60263.2,7956.5,4001.7,6013.5,2035.7,4161.4,1898.5,686.3,4398.8,8.5,204,0,1382.2,0,0,0,0,0,16.8,786.9,524.9,737.1,693.4,916.5,1238503,1229088,1229357.07324,282324.02314,278626.077227,560950.100368,228518.067902,226297.904966,454815.972869,64057,744150.100368,1089434.07324,1082617.07324,1079557,1668416,0.784604,1.056958,46,34,80,1578506.97693,1578506.97693
1980606409004075438,1292,675,3436,1878,513,3779,5944,4498,1101,5073,3001,3153,2301,4244,793,1539,1866,693,1279,1529,5279,1489,6207,5699,860,7460,10129,5743,4939,5370,375,550,601,3014,106288,1155,1022,2825,1639,445,3766,7049,3582,1272,5279,3476,3292,2350,4319,726,1785,1666,974,1938,1243,5332,1845,5673,5064,959,8203,8130,6338,4931,5471,459,500,394,2565,105652,2.833,2.644,2.633,2.08,3.189,2.87,2.661,2.986,2.497,2.386,2.905,2.36,2.586,2.879,3.103,2.652,2.786,3.112,2.667,2.059,2.23,2.722,2.715,2.575,2.817,2.518,2.973,2.359,2.945,2.655,2.575,3.784,2.423,3.148,2.67319,3.016,2.59,2.918,1.951,2.875,2.92,2.705,2.884,2.479,2.317,2.738,2.354,2.589,3.305,3.034,2.67,3.054,3.091,2.746,1.901,2.391,2.75,2.842,2.606,3.052,2.621,3.093,2.383,3.061,2.799,2.271,3.971,2.391,3.175,2.73252,8511.1,425.8,15691.9,63568.6,9425.2,4352,6318.1,2307.7,1018.1,2118,25388.8,4464.5,2259.2,815.5,678.7,5238,35.2,636.6,5610,352.6,14843.6,65488.8,8976.1,4443.6,6178.8,2509.2,4874.1,2118.5,731.2,5062.9,13.8,502.3,0,460.1,0,0,0,0,0,129.1,830.6,605.4,659.1,575.7,1133,1423267,1403686,1403759.32682,320756.818175,323949.496621,644706.314796,263516.691705,264477.320323,527994.012028,71551,846127.314796,1262637.32682,1246913.32682,1244073,1910101,0.776579,1.042211,47,37,84,1832738.57477,1832738.57477
13131114100940646779,1512,865,2553,1425,607,3742,5334,4257,1266,5121,3029,3402,2261,4159,905,1392,1858,803,1436,1387,4983,1428,5547,3914,1125,6532,8188,5471,4315,5249,252,472,431,2804,97953.2,1239,891,3094,1623,486,3911,6446,4155,892,5696,3627,3554,2187,4588,734,1565,1602,995,1457,1750,4884,1281,6308,4231,764,6738,7857,5152,3862,4271,447,471,345,2375,99474.3,2.994,2.658,2.743,1.989,3.268,3.11,2.862,3.067,2.562,2.32,2.907,2.161,2.694,3.332,3.233,2.655,2.997,2.763,2.85,1.833,2.361,2.579,2.714,2.698,2.957,2.637,2.846,2.368,3.096,2.871,2.977,3.917,2.524,3.052,2.746,2.916,2.646,2.803,2.121,3.303,2.996,2.689,2.972,2.753,2.283,2.845,2.172,2.691,3.356,2.952,2.584,3.06,2.833,2.999,1.902,2.334,2.795,2.67,2.606,2.94,2.605,2.938,2.351,3.31,2.885,2.878,3.881,2.626,3.22,2.73108,4754.7,276.7,16395.6,60408.2,8890.3,3860.8,5772.9,2428.1,735.5,1237.3,23751.9,4785.4,2168,978.2,632.7,4816.6,13.7,401.1,5652.9,378.9,15256.1,59922.7,7666.6,3764.1,5790.9,2402,4668.2,2050.6,696.7,4756.2,3.9,398.3,0,448,0,0,0,0,0,107,1096.7,624.1,688,560.6,1127.2,1358074,1344054,1344443.16355,304696.175722,307742.117552,612438.293274,255850.109644,258298.760629,514148.870273,66506,799588.293274,1206472.16355,1195170.16355,1192609,1806900,0.818278,1.088708,57,60,117,1659673.71561,1659673.71561
8428986045619743731,1326,1192,3132,2015,419,4259,4862,3648,1396,6168,3502,2784,1974,4075,707,1491,1855,970,1655,1397,5063,1921,5279,4727,1227,7764,8972,6598,5096,5360,308,518,684,3021,105364,1196,881,3303,1925,318,3718,6687,3612,1149,6902,3608,3347,2487,4746,724,1761,1648,956,1657,1584,4870,1413,5547,5529,904,7857,8559,6472,4899,4102,320,463,473,2612,106226,2.588,3.012,2.741,2.112,3.33,2.895,2.669,2.74,2.414,2.284,2.73,2.012,2.486,2.966,3.102,2.631,2.897,2.8,2.574,1.895,2.219,2.774,2.631,2.611,2.861,2.507,2.823,2.391,2.985,2.694,2.534,3.844,2.438,3.15,2.63195,2.758,2.927,2.718,2.129,3.434,2.757,2.605,2.776,2.353,2.23,2.786,2.088,2.674,3.059,2.744,2.594,2.809,2.825,2.721,1.723,2.271,2.644,2.674,2.571,3.049,2.46,2.931,2.295,3.098,2.741,2.585,3.763,2.945,3.169,2.63145,2935.1,323.6,13967.6,57108.6,9466.6,4002.8,5775.9,2024.6,687.5,1208.7,21021.9,4078.5,1995.9,1137.8,737.1,4539.2,55.5,334.9,3115.6,364.2,12631,57850.8,8864.3,4115.2,6010.3,2039.6,4583.3,2145.8,778.6,4712,29.6,354.9,0,821.4,0,0,0,0,0,84.2,765.4,366.6,962.3,856.8,989.8,1345057,1335349,1335393.60781,309122.981229,312620.448673,621743.429902,251373.913038,252473.264868,503847.177907,67316,805370.429902,1202963.60781,1196179.60781,1192836,1872322,0.745854,1.038231,45,57,102,1803377.79307,1803377.79307
15223365591029903899,1187,689,2228,1643,492,3426,5424,3728,1026,5944,2927,3076,1825,3885,643,1475,1539,768,1461,1508,4597,1429,5116,3876,856,5259,8381,5856,4098,3966,279,450,473,2491,92017.5,1211,666,2618,1884,300,2967,5948,3422,882,5704,3184,3562,2146,4043,692,1748,1434,1010,1583,1724,4496,1224,5164,4253,688,5506,7567,5272,3920,3949,305,418,363,2243,92096.6,2.901,2.88,2.757,2.065,3.042,2.785,2.677,2.862,2.498,2.265,2.839,2.301,2.637,3.01,3.224,2.677,2.983,2.627,2.793,1.782,2.205,2.604,2.704,2.6,2.995,2.517,2.851,2.415,2.877,2.764,3.028,3.697,2.355,3.233,2.65284,2.7,2.896,2.669,2.081,3.522,2.844,2.678,2.795,2.85,2.391,2.704,2.159,2.563,3.209,3.043,2.644,2.902,2.958,2.878,1.781,2.172,2.696,2.722,2.552,3.085,2.497,2.879,2.404,3.087,2.731,2.495,3.732,2.976,3.235,2.6598,6141.3,177.7,14272.2,65536.1,7947.1,4316.7,5451.3,2020.6,673.4,2049.5,22874.9,4315.4,1497.2,733.7,630.7,4389,27.5,365.7,6137.4,137.3,13795.3,66899,7757.2,4566,5510,1982.6,4005.4,1751.6,684,4179.7,13,404.9,0,441.4,0,0,0,0,0,112.6,1059.9,547.4,516.7,511.4,861.2,1191053,1174823,1174927.82727,274710.865853,273197.928192,547908.794046,201305.401559,202250.631665,403556.033224,62662,744043.794046,1029588.82727,1016619.82727,1013935,1657719,0.758331,1.055452,37,47,84,1570624.38972,1570624.38972
10837064816367727325,1283,717,3002,2162,518,3961,5370,4400,1216,6905,3309,4241,2106,4181,699,1800,2740,780,1773,1986,4972,1503,6356,4782,1019,7280,9642,6630,4927,4916,298,544,607,2883,109503,1251,853,3235,2421,376,3346,7314,4387,1004,7431,3124,4542,2580,4845,872,1711,1832,949,2220,2171,4264,1324,6599,5364,894,8295,9393,6039,4250,3588,418,472,337,2262,109962,2.641,2.77,2.908,2.138,3.598,2.918,2.576,2.973,2.525,2.206,2.864,2.16,2.445,3.096,3.022,2.482,2.808,2.842,2.621,1.664,2.394,2.615,2.757,2.546,2.791,2.522,2.935,2.321,3.039,2.634,2.161,3.974,2.426,2.888,2.64037,2.833,2.612,2.909,2.031,3.635,2.955,2.6,2.955,2.679,2.284,2.695,2.209,2.394,3.147,2.889,2.514,2.983,2.975,2.784,1.868,2.247,2.917,2.711,2.443,2.913,2.509,2.952,2.297,3.127,2.696,2.6,4.025,2.883,3.184,2.65041,5438.4,543.4,15757.2,61260.9,9572.7,4378.2,5578.2,2287.1,836.7,1408.2,26562.4,5052.1,1983.9,1008.3,731.8,5416.5,41.6,459.9,5656.9,582.3,14900.7,59746.2,8810.5,4296.9,5434.8,2315.3,4970.1,2137.6,687.3,5244.8,22.9,442.1,0,670.2,0,0,0,0,0,153.1,952.3,615.2,946.3,901.9,903.4,1429685,1413971,1414965.94292,328312.497944,329298.93134,657611.429284,267659.411654,267688.101982,535347.513636,70206,849919.429284,1278182.94292,1265586.94292,1262066,1924971,0.775117,1.04364,49,40,89,1844477.53469,1844477.53469
